outline_order,outline_id,document_id,filename,product_model,heading_block_id,heading_text,section_path,parent_section_path,parent_outline_id,depth,is_leaf_outline,child_outline_count,descendant_outline_count,direct_text_block_count,descendant_text_block_count,direct_question_candidate_count,descendant_question_candidate_count,direct_char_count,descendant_char_count,direct_token_estimate,descendant_token_estimate,page_start,page_end,page_bin,table_figure_block_count,exact_duplicate_block_count,template_duplicate_block_count,direct_block_ids,descendant_block_ids,direct_source_frame_ids,question_outline_allowed,review_reason
134,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:df286c2cf4a041e5,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,91b16620-7ebf-58e6-b51c-49807ae9d28e,Set Up a Bridge for a VLAN Tag Group,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group > Set Up a Bridge for a VLAN Tag Group,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:ec01649979121729,3,True,0,0,1,1,1,1,2303,2303,576,576,132,133,P4,0,0,0,1ff96edd-9a3b-5993-87c7-dc20a71f4ddf,1ff96edd-9a3b-5993-87c7-dc20a71f4ddf,d363d52d-99b4-4258-9e83-eca4fbdf4722:1ff96edd-9a3b-5993-87c7-dc20a71f4ddf,True,leaf outline with direct text candidate
135,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f5f44d2e-6abf-505f-beed-a65bdae84cc0,Manage Your Router,Manage Your Router,[ROOT],,1,False,12,30,1,31,1,31,577,31028,145,7769,134,154,P4,0,18,19,7413e93d-0326-5a91-be81-066b24e09680,7413e93d-0326-5a91-be81-066b24e09680;27dd55d7-9b49-5929-9722-1aa90a62ff5c;2a3ade55-f893-5d78-8ead-3ff6b3d197c7;82763a83-8a87-5a86-ac3a-cd78e0a68d0f;05519e14-2eff-51e9-9236-e93957018d1d;471370d2-cd2d-521d-bffc-7602e6c53654;d8ba1e3e-620a-512e-9520-6dc227ac38a9;338f9d2d-05f6-5bdf-acd5-cb2a03fb059c;4690be21-1100-5101-8a7c-2bc44fc90fc1;938592e1-dee5-5cd2-8afa-57a8eaba29ca;5a7fc3bd-5bd0-57b2-944d-5a981598dcf7;74928c6b-843d-5533-87cb-91403d3fffc4;a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700;30cb5af4-ad9a-5de4-b044-140768a610eb;b874e42d-7c07-52b4-b4a0-f686fa45be6b;6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8;8797aa97-5d6c-50dc-aa5e-f2974c7ee729;ed852bc0-c5d4-5ae7-9219-ff2896fb89e0;882ecfc1-1dc6-5e9b-9aa9-18107828ea43;2614cfc0-dae8-5058-a15f-5d2e353875c9;d3335b7e-9c1e-51c0-bc02-4c72413be8bc;3835ef8f-a7c0-59d5-beee-b439588447f3;e35d917d-5fa6-53cb-b444-2930ec14348e;b2adf112-ec34-5a14-81ae-3abfb50d721e;c4faa15f-23b0-5353-a11e-7f9b8aa71c9d;b5cc5c3e-2dc5-5332-92e2-698b8ebdb584;7226fbf2-570f-5631-9b58-54c9df9d8c9d;7856e894-111e-53fa-a711-a0d01acdcad8;6f5df26a-1f89-55d6-a0a7-650d5cce27d4;ca6f126f-0768-5543-9bb1-a7cd099fd58f;12dad281-8f10-5bdd-9516-33bed9a6e3ba,d363d52d-99b4-4258-9e83-eca4fbdf4722:7413e93d-0326-5a91-be81-066b24e09680,False,"parent outline, heading-only, or no structural text candidate"
136,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:17a1b78d6f96f2fe,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,e76e2bbf-b0d0-5843-84e7-ce3d79da5254,Update the router firmware,Manage Your Router > Update the router firmware,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,2,2,1,3,1,3,137,3231,35,810,135,136,P4,0,2,2,27dd55d7-9b49-5929-9722-1aa90a62ff5c,27dd55d7-9b49-5929-9722-1aa90a62ff5c;2a3ade55-f893-5d78-8ead-3ff6b3d197c7;82763a83-8a87-5a86-ac3a-cd78e0a68d0f,d363d52d-99b4-4258-9e83-eca4fbdf4722:27dd55d7-9b49-5929-9722-1aa90a62ff5c,False,"parent outline, heading-only, or no structural text candidate"
137,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f4d97b7e-3d34-5bdd-aab5-b3639d2c0e28,Check for new firmware and update the router,Manage Your Router > Update the router firmware > Check for new firmware and update the router,Manage Your Router > Update the router firmware,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:17a1b78d6f96f2fe,3,True,0,0,1,1,1,1,1581,1581,396,396,135,136,P4,0,1,1,2a3ade55-f893-5d78-8ead-3ff6b3d197c7,2a3ade55-f893-5d78-8ead-3ff6b3d197c7,d363d52d-99b4-4258-9e83-eca4fbdf4722:2a3ade55-f893-5d78-8ead-3ff6b3d197c7,True,leaf outline with direct text candidate
138,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:144a9eaf44243682,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a3c48b89-84e6-5dbb-a11f-85d0d9d1f9af,Manually upload firmware to the router,Manage Your Router > Update the router firmware > Manually upload firmware to the router,Manage Your Router > Update the router firmware,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:17a1b78d6f96f2fe,3,True,0,0,1,1,1,1,1513,1513,379,379,136,136,P4,0,0,0,82763a83-8a87-5a86-ac3a-cd78e0a68d0f,82763a83-8a87-5a86-ac3a-cd78e0a68d0f,d363d52d-99b4-4258-9e83-eca4fbdf4722:82763a83-8a87-5a86-ac3a-cd78e0a68d0f,True,leaf outline with direct text candidate
139,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:2a9eeb8814512f23,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,eca7ab5e-73cc-5829-aa71-51f64091544a,Change the admin password,Manage Your Router > Change the admin password,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,True,0,0,1,1,1,1,1009,1009,253,253,137,137,P4,0,1,1,05519e14-2eff-51e9-9236-e93957018d1d,05519e14-2eff-51e9-9236-e93957018d1d,d363d52d-99b4-4258-9e83-eca4fbdf4722:05519e14-2eff-51e9-9236-e93957018d1d,True,leaf outline with direct text candidate
140,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:93bc0ecc3539fbab,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,eac2adc2-af44-50d5-b451-d4f39a09b0ad,Enable admin password recovery,Manage Your Router > Enable admin password recovery,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,True,0,0,1,1,1,1,981,981,246,246,137,138,P4,0,1,1,471370d2-cd2d-521d-bffc-7602e6c53654,471370d2-cd2d-521d-bffc-7602e6c53654,d363d52d-99b4-4258-9e83-eca4fbdf4722:471370d2-cd2d-521d-bffc-7602e6c53654,True,leaf outline with direct text candidate
141,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:563920ab21e73d16,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,66c5c94b-b4b6-5f1d-b969-4031af52e5b5,Recover the admin password,Manage Your Router > Recover the admin password,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,True,0,0,1,1,1,1,856,856,214,214,138,139,P4,0,1,1,d8ba1e3e-620a-512e-9520-6dc227ac38a9,d8ba1e3e-620a-512e-9520-6dc227ac38a9,d363d52d-99b4-4258-9e83-eca4fbdf4722:d8ba1e3e-620a-512e-9520-6dc227ac38a9,True,leaf outline with direct text candidate
142,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:4341a2b0f7a5b3ca,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,dd2048eb-6252-5fa7-ade2-7f375cfb6e97,Manage the router configuration file,Manage Your Router > Manage the router configuration file,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,2,2,1,3,1,3,202,1668,51,418,139,140,P4,0,3,3,338f9d2d-05f6-5bdf-acd5-cb2a03fb059c,338f9d2d-05f6-5bdf-acd5-cb2a03fb059c;4690be21-1100-5101-8a7c-2bc44fc90fc1;938592e1-dee5-5cd2-8afa-57a8eaba29ca,d363d52d-99b4-4258-9e83-eca4fbdf4722:338f9d2d-05f6-5bdf-acd5-cb2a03fb059c,False,"parent outline, heading-only, or no structural text candidate"
143,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:16dc1eb6ea5ba1ad,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,9fca9673-530f-54df-848e-6e27b5e3fbf4,Back up the settings,Manage Your Router > Manage the router configuration file > Back up the settings,Manage Your Router > Manage the router configuration file,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:4341a2b0f7a5b3ca,3,True,0,0,1,1,1,1,706,706,177,177,139,139,P4,0,1,1,4690be21-1100-5101-8a7c-2bc44fc90fc1,4690be21-1100-5101-8a7c-2bc44fc90fc1,d363d52d-99b4-4258-9e83-eca4fbdf4722:4690be21-1100-5101-8a7c-2bc44fc90fc1,True,leaf outline with direct text candidate
144,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:1897448df00d82fa,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,97f75cd4-dc45-53bc-8112-f41f366dd426,Restore the settings,Manage Your Router > Manage the router configuration file > Restore the settings,Manage Your Router > Manage the router configuration file,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:4341a2b0f7a5b3ca,3,True,0,0,1,1,1,1,760,760,190,190,139,140,P4,0,1,1,938592e1-dee5-5cd2-8afa-57a8eaba29ca,938592e1-dee5-5cd2-8afa-57a8eaba29ca,d363d52d-99b4-4258-9e83-eca4fbdf4722:938592e1-dee5-5cd2-8afa-57a8eaba29ca,True,leaf outline with direct text candidate
145,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,08ef1d87-c57a-5842-9b91-658675869362,Disable or Enable LED Blinking or Turn Off LEDs,Manage Your Router > Disable or Enable LED Blinking or Turn Off LEDs,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,True,0,0,1,1,1,1,1187,1187,297,297,140,141,P4,0,0,0,5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,d363d52d-99b4-4258-9e83-eca4fbdf4722:5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,True,leaf outline with direct text candidate
146,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:65a9a51b15156f4e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,42e34f2d-aa14-500d-a035-3d63d6d50bf0,Return the router to its factory default settings,Manage Your Router > Return the router to its factory default settings,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,2,2,1,3,1,3,953,2676,239,670,141,142,P4,0,3,3,74928c6b-843d-5533-87cb-91403d3fffc4,74928c6b-843d-5533-87cb-91403d3fffc4;a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700;30cb5af4-ad9a-5de4-b044-140768a610eb,d363d52d-99b4-4258-9e83-eca4fbdf4722:74928c6b-843d-5533-87cb-91403d3fffc4,False,"parent outline, heading-only, or no structural text candidate"
147,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:16508c1309742aa6,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f70ea462-afe1-5108-9922-00367220a493,Use the Reset button,Manage Your Router > Return the router to its factory default settings > Use the Reset button,Manage Your Router > Return the router to its factory default settings,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:65a9a51b15156f4e,3,True,0,0,1,1,1,1,723,723,181,181,141,142,P4,0,1,1,a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700,a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700,d363d52d-99b4-4258-9e83-eca4fbdf4722:a8ed97f6-b0c8-5d7e-b5cc-af310c2cb700,True,leaf outline with direct text candidate
148,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f36311c9fbb5c33b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,2026fd8d-cbd9-5bdf-b01a-174132e6d9a0,Erase the settings,Manage Your Router > Return the router to its factory default settings > Erase the settings,Manage Your Router > Return the router to its factory default settings,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:65a9a51b15156f4e,3,True,0,0,1,1,1,1,1000,1000,250,250,142,142,P4,0,1,1,30cb5af4-ad9a-5de4-b044-140768a610eb,30cb5af4-ad9a-5de4-b044-140768a610eb,d363d52d-99b4-4258-9e83-eca4fbdf4722:30cb5af4-ad9a-5de4-b044-140768a610eb,True,leaf outline with direct text candidate
149,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:3c34e7dc115892de,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,4fac38a4-b0fb-5482-a971-7e874dcdc82f,View the Status and Statistics of the Router,Manage Your Router > View the Status and Statistics of the Router,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,3,3,1,4,1,4,183,4872,46,1219,143,145,P4,0,3,3,b874e42d-7c07-52b4-b4a0-f686fa45be6b,b874e42d-7c07-52b4-b4a0-f686fa45be6b;6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8;8797aa97-5d6c-50dc-aa5e-f2974c7ee729;ed852bc0-c5d4-5ae7-9219-ff2896fb89e0,d363d52d-99b4-4258-9e83-eca4fbdf4722:b874e42d-7c07-52b4-b4a0-f686fa45be6b,False,"parent outline, heading-only, or no structural text candidate"
150,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:2a7ada61ead209e7,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,24b3141c-366e-538c-ad99-91b76684b4b3,View information about the router and the Internet and WiFi settings,Manage Your Router > View the Status and Statistics of the Router > View information about the router and the Internet and WiFi settings,Manage Your Router > View the Status and Statistics of the Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:3c34e7dc115892de,3,True,0,0,1,1,1,1,1252,1252,313,313,143,143,P4,0,1,1,6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8,6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8,d363d52d-99b4-4258-9e83-eca4fbdf4722:6c6e7f93-dc23-57df-8cb4-4e5e8b6429f8,True,leaf outline with direct text candidate
151,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8853472f54aa91b2,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,0d5d6c8a-8907-586e-8501-a213b2718fdd,Display the statistics of the Internet port,Manage Your Router > View the Status and Statistics of the Router > Display the statistics of the Internet port,Manage Your Router > View the Status and Statistics of the Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:3c34e7dc115892de,3,True,0,0,1,1,1,1,1712,1712,428,428,144,145,P4,0,1,1,8797aa97-5d6c-50dc-aa5e-f2974c7ee729,8797aa97-5d6c-50dc-aa5e-f2974c7ee729,d363d52d-99b4-4258-9e83-eca4fbdf4722:8797aa97-5d6c-50dc-aa5e-f2974c7ee729,True,leaf outline with direct text candidate
152,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:7b655e8d68f585f1,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,64acede3-bbae-5ec8-b761-1f6d7dd99431,Check the Internet connection status,Manage Your Router > View the Status and Statistics of the Router > Check the Internet connection status,Manage Your Router > View the Status and Statistics of the Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:3c34e7dc115892de,3,True,0,0,1,1,1,1,1725,1725,432,432,145,145,P4,0,1,1,ed852bc0-c5d4-5ae7-9219-ff2896fb89e0,ed852bc0-c5d4-5ae7-9219-ff2896fb89e0,d363d52d-99b4-4258-9e83-eca4fbdf4722:ed852bc0-c5d4-5ae7-9219-ff2896fb89e0,True,leaf outline with direct text candidate
153,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c3eda20830521fd9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,27055c88-b02e-5142-a8bd-d9cf63acf271,Manage the Activity Log,Manage Your Router > Manage the Activity Log,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,2,2,1,3,1,3,219,2471,55,619,146,147,P4,0,0,0,882ecfc1-1dc6-5e9b-9aa9-18107828ea43,882ecfc1-1dc6-5e9b-9aa9-18107828ea43;2614cfc0-dae8-5058-a15f-5d2e353875c9;d3335b7e-9c1e-51c0-bc02-4c72413be8bc,d363d52d-99b4-4258-9e83-eca4fbdf4722:882ecfc1-1dc6-5e9b-9aa9-18107828ea43,False,"parent outline, heading-only, or no structural text candidate"
154,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c2ba7affcf9ef34c,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,7ec9bf56-39bd-5294-86ff-67bb8c215a87,"View, Email, or Clear the Logs","Manage Your Router > Manage the Activity Log > View, Email, or Clear the Logs",Manage Your Router > Manage the Activity Log,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c3eda20830521fd9,3,True,0,0,1,1,1,1,1307,1307,327,327,146,146,P4,0,0,0,2614cfc0-dae8-5058-a15f-5d2e353875c9,2614cfc0-dae8-5058-a15f-5d2e353875c9,d363d52d-99b4-4258-9e83-eca4fbdf4722:2614cfc0-dae8-5058-a15f-5d2e353875c9,True,leaf outline with direct text candidate
155,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:9e7fc64d49637624,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,b1e0e05c-904d-5d0d-9a6a-e539036bfcf7,Specify Which Activities Are Logged,Manage Your Router > Manage the Activity Log > Specify Which Activities Are Logged,Manage Your Router > Manage the Activity Log,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c3eda20830521fd9,3,True,0,0,1,1,1,1,945,945,237,237,147,147,P4,0,0,0,d3335b7e-9c1e-51c0-bc02-4c72413be8bc,d3335b7e-9c1e-51c0-bc02-4c72413be8bc,d363d52d-99b4-4258-9e83-eca4fbdf4722:d3335b7e-9c1e-51c0-bc02-4c72413be8bc,True,leaf outline with direct text candidate
156,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:0233e0df2b249ecc,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,0d2d2024-749f-547a-a579-988115847343,View devices currently on the network,Manage Your Router > View devices currently on the network,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,True,0,0,1,1,1,1,1096,1096,274,274,147,148,P4,0,1,1,3835ef8f-a7c0-59d5-beee-b439588447f3,3835ef8f-a7c0-59d5-beee-b439588447f3,d363d52d-99b4-4258-9e83-eca4fbdf4722:3835ef8f-a7c0-59d5-beee-b439588447f3,True,leaf outline with direct text candidate
157,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:31a39f7ca03708fd,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a2eb4db7-173e-51e8-8a7f-9478caf0fb9c,Monitor and Meter Internet Traffic,Manage Your Router > Monitor and Meter Internet Traffic,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,5,5,1,6,1,6,247,7985,62,1998,148,152,P4,0,1,1,e35d917d-5fa6-53cb-b444-2930ec14348e,e35d917d-5fa6-53cb-b444-2930ec14348e;b2adf112-ec34-5a14-81ae-3abfb50d721e;c4faa15f-23b0-5353-a11e-7f9b8aa71c9d;b5cc5c3e-2dc5-5332-92e2-698b8ebdb584;7226fbf2-570f-5631-9b58-54c9df9d8c9d;7856e894-111e-53fa-a711-a0d01acdcad8,d363d52d-99b4-4258-9e83-eca4fbdf4722:e35d917d-5fa6-53cb-b444-2930ec14348e,False,"parent outline, heading-only, or no structural text candidate"
158,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:b202e63e91831884,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,6a892b5d-017c-55b2-9c85-ff23693a2c1e,Start the Traffic Meter Without Traffic Volume Restrictions,Manage Your Router > Monitor and Meter Internet Traffic > Start the Traffic Meter Without Traffic Volume Restrictions,Manage Your Router > Monitor and Meter Internet Traffic,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:31a39f7ca03708fd,3,True,0,0,1,1,1,1,1192,1192,298,298,148,149,P4,0,0,0,b2adf112-ec34-5a14-81ae-3abfb50d721e,b2adf112-ec34-5a14-81ae-3abfb50d721e,d363d52d-99b4-4258-9e83-eca4fbdf4722:b2adf112-ec34-5a14-81ae-3abfb50d721e,True,leaf outline with direct text candidate
159,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f2673d4e7a6b9511,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,c764bee8-9685-53e4-9c80-9aeb161c4b59,View the Internet Traffic Volume and Statistics,Manage Your Router > Monitor and Meter Internet Traffic > View the Internet Traffic Volume and Statistics,Manage Your Router > Monitor and Meter Internet Traffic,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:31a39f7ca03708fd,3,True,0,0,1,1,1,1,1183,1183,296,296,149,149,P4,0,0,0,c4faa15f-23b0-5353-a11e-7f9b8aa71c9d,c4faa15f-23b0-5353-a11e-7f9b8aa71c9d,d363d52d-99b4-4258-9e83-eca4fbdf4722:c4faa15f-23b0-5353-a11e-7f9b8aa71c9d,True,leaf outline with direct text candidate
160,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:a4c58cbe1ba901b1,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,4cb72705-2eab-5c8f-998c-4f7f413edcf2,Restrict Internet Traffic by Volume,Manage Your Router > Monitor and Meter Internet Traffic > Restrict Internet Traffic by Volume,Manage Your Router > Monitor and Meter Internet Traffic,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:31a39f7ca03708fd,3,True,0,0,1,1,1,1,2255,2255,564,564,150,151,P4,0,0,0,b5cc5c3e-2dc5-5332-92e2-698b8ebdb584,b5cc5c3e-2dc5-5332-92e2-698b8ebdb584,d363d52d-99b4-4258-9e83-eca4fbdf4722:b5cc5c3e-2dc5-5332-92e2-698b8ebdb584,True,leaf outline with direct text candidate
161,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5cf8ed626db917ea,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,dc3542f6-e195-59f5-9bda-9c10b5f4ce0b,Restrict Internet Traffic by Connection Time,Manage Your Router > Monitor and Meter Internet Traffic > Restrict Internet Traffic by Connection Time,Manage Your Router > Monitor and Meter Internet Traffic,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:31a39f7ca03708fd,3,True,0,0,1,1,1,1,2119,2119,530,530,151,152,P4,0,0,0,7226fbf2-570f-5631-9b58-54c9df9d8c9d,7226fbf2-570f-5631-9b58-54c9df9d8c9d,d363d52d-99b4-4258-9e83-eca4fbdf4722:7226fbf2-570f-5631-9b58-54c9df9d8c9d,True,leaf outline with direct text candidate
162,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:68fbe6ef545dd2f2,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,58c32c42-66bf-5675-b864-20c5ebfb18b8,Unblock the Traffic Meter After the Traffic Limit Is Reached,Manage Your Router > Monitor and Meter Internet Traffic > Unblock the Traffic Meter After the Traffic Limit Is Reached,Manage Your Router > Monitor and Meter Internet Traffic,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:31a39f7ca03708fd,3,True,0,0,1,1,1,1,989,989,248,248,152,152,P4,0,0,0,7856e894-111e-53fa-a711-a0d01acdcad8,7856e894-111e-53fa-a711-a0d01acdcad8,d363d52d-99b4-4258-9e83-eca4fbdf4722:7856e894-111e-53fa-a711-a0d01acdcad8,True,leaf outline with direct text candidate
163,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:259ea23fbbcd0973,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,29def634-c9f3-58e9-9e11-b43c5b2adbea,Remote access,Manage Your Router > Remote access,Manage Your Router,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:656c2342addfef30,2,False,2,2,1,3,1,3,434,2419,109,606,153,154,P4,0,2,3,6f5df26a-1f89-55d6-a0a7-650d5cce27d4,6f5df26a-1f89-55d6-a0a7-650d5cce27d4;ca6f126f-0768-5543-9bb1-a7cd099fd58f;12dad281-8f10-5bdd-9516-33bed9a6e3ba,d363d52d-99b4-4258-9e83-eca4fbdf4722:6f5df26a-1f89-55d6-a0a7-650d5cce27d4,False,"parent outline, heading-only, or no structural text candidate"
164,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c5c1ef67e6abac27,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,b439f1d3-ce64-50d9-98ac-1866a13b7176,Set up remote management,Manage Your Router > Remote access > Set up remote management,Manage Your Router > Remote access,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:259ea23fbbcd0973,3,True,0,0,1,1,1,1,1615,1615,404,404,153,154,P4,0,1,1,ca6f126f-0768-5543-9bb1-a7cd099fd58f,ca6f126f-0768-5543-9bb1-a7cd099fd58f,d363d52d-99b4-4258-9e83-eca4fbdf4722:ca6f126f-0768-5543-9bb1-a7cd099fd58f,True,leaf outline with direct text candidate
165,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:90955fb37c1fc3aa,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,42e032f4-2136-5590-8878-4a0739d83cf4,Use remote access,Manage Your Router > Remote access > Use remote access,Manage Your Router > Remote access,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:259ea23fbbcd0973,3,True,0,0,1,1,1,1,370,370,93,93,154,154,P4,0,1,1,12dad281-8f10-5bdd-9516-33bed9a6e3ba,12dad281-8f10-5bdd-9516-33bed9a6e3ba,d363d52d-99b4-4258-9e83-eca4fbdf4722:12dad281-8f10-5bdd-9516-33bed9a6e3ba,True,leaf outline with direct text candidate
